"areaCode","population"
"E02001590",7683
"E02001591",8649
"E02001592",8706
"E02001593",7679
"E02001594",8350
"E02001595",8312
"E02001596",8375
"E02001597",9434
"E02001598",9563
"E02001599",6395
"E02001600",11247
"E02001601",4868
"E02001602",8956
"E02001603",7284
"E02001604",10542
"E02001605",7732
"E02001606",8064
"E02001607",8947
"E02001608",6805
"E02001609",8386
"E02001610",8430
"E02001611",7652
"E02001612",5782
"E02001613",10179
"E02001614",10725
"E02001615",7192
"E02001616",7293
"E02001617",5875
"E02001618",9853
"E02001619",9739
"E02001620",6952
"E02001621",6064
"E02001622",8867
"E02001623",8472
"E02001624",9895
"E02001625",7857
"E02001626",5850
"E02001627",6105
"E02001628",7100
"E02001629",6960
"E02001630",9884
"E02001631",7713
"E02001632",14811
"E02001633",7478
"E02001634",9356
"E02001635",6120
"E02001636",11325
"E02001637",8543
"E02001638",6081
"E02001639",6233
"E02001640",8138
"E02001642",10298
"E02001643",6310
"E02001646",9165
"E02001647",6247
"E02001648",10090
"E02001649",10197
"E02001650",10257
"E02001651",7878
"E02001652",13272
"E02001653",7560
"E02001654",6277
"E02001655",7725
"E02001656",8237
"E02001657",9159
"E02001658",5549
"E02001659",6021
"E02001660",10284
"E02001661",8203
"E02001662",7444
"E02001663",7691
"E02001664",6364
"E02001665",9619
"E02001666",5983
"E02001669",7586
"E02001670",6377
"E02001671",5676
"E02001672",6075
"E02001673",5270
"E02001674",8615
"E02001675",8670
"E02001676",5779
"E02001678",10295
"E02001679",6551
"E02001680",6449
"E02001681",7644
"E02001682",8442
"E02001683",9054
"E02001684",6642
"E02001685",8176
"E02001686",6671
"E02001688",7806
"E02001689",8828
"E02001690",7221
"E02001691",9558
"E02001692",6432
"E02001693",5644
"E02001694",6459
"E02001695",6138
"E02001696",9153
"E02001697",7404
"E02001698",7011
"E02001699",6697
"E02001700",10193
"E02001701",6310
"E02001702",7908
"E02001703",5482
"E02001704",6843
"E02001705",6969
"E02001706",7792
"E02001707",8110
"E02001708",13168
"E02001709",10128
"E02001710",9629
"E02001711",9366
"E02001712",9501
"E02001713",10229
"E02001714",9480
"E02001715",11449
"E02001718",6007
"E02001719",8520
"E02001720",9299
"E02001721",10321
"E02001722",9925
"E02001723",6639
"E02001724",8975
"E02001725",10178
"E02001726",12168
"E02001727",8395
"E02001728",9362
"E02001729",14169
"E02001730",20450
"E02001731",21576
"E02001732",5335
"E02001733",12354
"E02001734",8517
"E02001735",6733
"E02001736",14638
"E02001737",6037
"E02001738",6056
"E02001739",7303
"E02001740",6056
"E02001741",7767
"E02001742",5910
"E02001743",7699
"E02001744",7495
"E02001745",6616
"E02001746",8294
"E02001747",6222
"E02001748",8430
"E02001749",6358
"E02001750",6879
"E02001751",6145
"E02001752",6430
"E02001753",6300
"E02001754",5878
"E02001755",9175
"E02001756",9523
"E02001757",5804
"E02001758",5544
"E02001759",6151
"E02001760",7905
"E02001761",5380
"E02001762",6017
"E02001763",6362
"E02001764",7826
"E02001765",7790
"E02001766",7561
"E02001767",7037
"E02001768",8518
"E02001769",8265
"E02001770",6487
"E02001771",6581
"E02001772",5487
"E02001773",5280
"E02001774",5563
"E02001775",5550
"E02001776",8786
"E02001777",6302
"E02001778",5932
"E02001779",5647
"E02001780",6018
"E02001781",5378
"E02001782",9641
"E02001783",7210
"E02001784",6635
"E02001785",7795
"E02001786",6804
"E02001787",5406
"E02001788",5846
"E02001789",5677
"E02001790",6168
"E02001791",5520
"E02001792",6706
"E02001793",8279
"E02001794",8781
"E02001795",7456
"E02001796",9692
"E02001797",5801
"E02001798",8241
"E02001799",9718
"E02001800",6842
"E02001801",6707
"E02001802",6948
"E02001803",10024
"E02001804",6539
"E02001805",5781
"E02001806",8183
"E02001807",8088
"E02001808",6026
"E02001809",6431
"E02001810",8369
"E02001811",8969
"E02001812",10096
"E02001813",9815
"E02001814",6185
"E02001815",9944
"E02001816",6894
"E02001817",6572
"E02001818",9187
"E02001819",6667
"E02001820",9204
"E02001821",5539
"E02001822",7615
"E02001823",7732
"E02001824",8661
"E02001825",7234
"E02001826",7259
"E02001827",6271
"E02001828",7006
"E02001829",8832
"E02001830",9380
"E02001831",10166
"E02001832",7923
"E02001833",5793
"E02001834",6048
"E02001835",8159
"E02001836",9469
"E02001837",10406
"E02001838",7317
"E02001839",6441
"E02001840",9498
"E02001841",5587
"E02001842",7516
"E02001843",6661
"E02001844",9795
"E02001845",6517
"E02001846",8197
"E02001847",5381
"E02001848",7154
"E02001849",8286
"E02001850",8275
"E02001851",8916
"E02001852",7226
"E02001854",7750
"E02001855",9750
"E02001856",9760
"E02001857",14325
"E02001858",9249
"E02001859",10723
"E02001860",9423
"E02001861",10932
"E02001862",10848
"E02001863",8103
"E02001864",5610
"E02001865",11640
"E02001866",9115
"E02001867",7779
"E02001868",9561
"E02001869",6857
"E02001870",12739
"E02001871",8228
"E02001872",7387
"E02001873",11925
"E02001874",10155
"E02001875",9634
"E02001876",14628
"E02001877",11776
"E02001878",9067
"E02001879",10672
"E02001880",9847
"E02001881",10360
"E02001882",8645
"E02001883",8278
"E02001884",10090
"E02001886",10426
"E02001888",6720
"E02001889",8967
"E02001890",11244
"E02001892",10994
"E02001893",8494
"E02001895",8972
"E02001896",9568
"E02001897",8322
"E02001898",6284
"E02001899",8336
"E02001900",7307
"E02001901",8419
"E02001902",6065
"E02001903",7475
"E02001904",7783
"E02001905",12081
"E02001906",9160
"E02001907",10028
"E02001908",8916
"E02001909",8228
"E02001910",7210
"E02001911",8479
"E02001913",8783
"E02001914",6896
"E02001915",12260
"E02001916",9640
"E02001918",8984
"E02001919",6746
"E02001920",7598
"E02001921",8059
"E02001922",17801
"E02001923",10995
"E02001924",6598
"E02001925",6865
"E02001926",7903
"E02001927",7943
"E02001928",6852
"E02001929",10102
"E02001930",7874
"E02001931",8167
"E02001932",7583
"E02001933",7276
"E02001934",6968
"E02001935",7954
"E02001936",6529
"E02001937",8153
"E02001938",7965
"E02001939",6206
"E02001941",6154
"E02001942",6812
"E02001943",6357
"E02001944",8154
"E02001945",7581
"E02001946",7580
"E02001947",6276
"E02001948",7288
"E02001949",6049
"E02001950",8312
"E02001951",8867
"E02001952",9256
"E02001953",6983
"E02001954",7505
"E02001955",7348
"E02001956",6763
"E02001957",7677
"E02001958",8110
"E02001959",6859
"E02001961",8498
"E02001962",7261
"E02001963",6213
"E02001964",10254
"E02001965",8377
"E02001966",7817
"E02001967",6749
"E02001968",8387
"E02001969",7168
"E02001970",6085
"E02001971",6076
"E02001972",12198
"E02001973",9288
"E02001974",9786
"E02001975",8365
"E02001976",7862
"E02001977",11744
"E02001978",7037
"E02001979",5888
"E02001980",5890
"E02001981",15819
"E02001982",8868
"E02001983",8094
"E02001984",10902
"E02001985",12841
"E02001986",8855
"E02001987",7150
"E02001988",17409
"E02001989",6575
"E02001990",9309
"E02001991",9009
"E02001992",10708
"E02001993",8666
"E02001994",9035
"E02001995",10794
"E02001996",7477
"E02001997",8758
"E02001998",5861
"E02001999",9967
"E02002000",7975
"E02002001",6068
"E02002002",6844
"E02002003",9093
"E02002004",7469
"E02002005",9544
"E02002006",6487
"E02002007",9016
"E02002008",8342
"E02002009",6929
"E02002010",8106
"E02002011",5581
"E02002012",8496
"E02002013",6462
"E02002014",7907
"E02002015",6591
"E02002016",7970
"E02002017",8714
"E02002018",8850
"E02002019",8024
"E02002020",9710
"E02002021",7763
"E02002022",8822
"E02002023",5445
"E02002024",8862
"E02002025",8215
"E02002026",6708
"E02002027",5401
"E02002028",5874
"E02002029",6010
"E02002030",6551
"E02002031",6146
"E02002032",10180
"E02002033",7970
"E02002034",8098
"E02002035",6250
"E02002036",6694
"E02002037",5979
"E02002038",9578
"E02002039",6403
"E02002040",6102
"E02002041",6180
"E02002042",8187
"E02002043",8732
"E02002044",7730
"E02002045",7825
"E02002046",5668
"E02002047",6799
"E02002048",6480
"E02002049",6153
"E02002051",5692
"E02002052",11567
"E02002053",6899
"E02002054",5608
"E02002055",10063
"E02002056",9333
"E02002057",9837
"E02002058",12610
"E02002059",11206
"E02002060",6915
"E02002061",6193
"E02002062",8811
"E02002063",10175
"E02002064",12397
"E02002065",13403
"E02002066",8125
"E02002067",5576
"E02002068",14320
"E02002069",6958
"E02002070",9814
"E02002071",6604
"E02002072",8678
"E02002073",7922
"E02002074",8105
"E02002075",8739
"E02002076",11238
"E02002077",10421
"E02002078",6212
"E02002079",8327
"E02002080",6874
"E02002081",5417
"E02002082",5863
"E02002083",5973
"E02002084",6627
"E02002085",6570
"E02002086",5965
"E02002087",6303
"E02002088",9640
"E02002089",7821
"E02002090",5929
"E02002091",7435
"E02002092",7311
"E02002093",6918
"E02002094",6192
"E02002095",9068
"E02002096",10535
"E02002097",7268
"E02002098",9856
"E02002099",6954
"E02002101",6236
"E02002102",9010
"E02002103",6157
"E02002104",5964
"E02002105",8355
"E02002106",9771
"E02002107",5697
"E02002108",10018
"E02002109",10956
"E02002110",7235
"E02002111",6213
"E02002112",5360
"E02002113",6366
"E02002114",6027
"E02002115",6784
"E02002116",6682
"E02002117",6506
"E02002118",7459
"E02002119",5873
"E02002120",6070
"E02002121",6808
"E02002122",6818
"E02002123",6546
"E02002124",7098
"E02002125",6288
"E02002126",6857
"E02002127",9885
"E02002128",5554
"E02002129",5898
"E02002130",7141
"E02002131",7838
"E02002132",6640
"E02002133",6967
"E02002134",9011
"E02002135",8260
"E02002136",8165
"E02002137",6150
"E02002138",6645
"E02002139",11060
"E02002140",8826
"E02002141",6588
"E02002142",7364
"E02002143",10761
"E02002144",6783
"E02002145",8101
"E02002146",6626
"E02002147",8829
"E02002148",11396
"E02002149",9801
"E02002150",5664
"E02002151",5768
"E02002152",6311
"E02002153",7275
"E02002154",6427
"E02002155",6328
"E02002156",8146
"E02002157",7602
"E02002158",7293
"E02002159",6418
"E02002160",7503
"E02002161",7239
"E02002162",7696
"E02002163",13017
"E02002164",7976
"E02002165",8165
"E02002166",9663
"E02002167",6539
"E02002168",12515
"E02002169",8734
"E02002170",6259
"E02002171",7445
"E02002174",7651
"E02002175",7579
"E02002176",7447
"E02002177",10763
"E02002178",8150
"E02002179",6202
"E02002180",6429
"E02002181",8275
"E02002182",6436
"E02002183",5488
"E02002184",12967
"E02002185",5868
"E02002186",13317
"E02002187",5975
"E02002188",7699
"E02002189",6865
"E02002190",11904
"E02002191",9661
"E02002192",9176
"E02002193",6185
"E02002194",7378
"E02002195",6306
"E02002196",6333
"E02002197",8894
"E02002198",8039
"E02002199",6774
"E02002200",8835
"E02002201",12167
"E02002202",7376
"E02002203",7627
"E02002204",11535
"E02002205",9922
"E02002206",8556
"E02002207",7608
"E02002208",8041
"E02002209",7016
"E02002210",7790
"E02002211",7355
"E02002212",8374
"E02002213",7344
"E02002214",6079
"E02002215",10460
"E02002216",9368
"E02002217",10113
"E02002218",10055
"E02002219",8256
"E02002220",9172
"E02002221",16353
"E02002222",8881
"E02002223",7966
"E02002224",10779
"E02002225",8255
"E02002226",15106
"E02002227",6605
"E02002228",7741
"E02002229",7698
"E02002230",9680
"E02002231",13177
"E02002232",7423
"E02002233",9793
"E02002234",8220
"E02002235",7577
"E02002236",6186
"E02002237",8681
"E02002238",6302
"E02002239",11119
"E02002240",11015
"E02002241",12134
"E02002242",7843
"E02002243",9364
"E02002244",6218
"E02002245",5428
"E02002246",9581
"E02002247",9243
"E02002248",7827
"E02002249",5630
"E02002250",8561
"E02002251",8729
"E02002252",6787
"E02002253",8837
"E02002254",6282
"E02002255",8089
"E02002256",9554
"E02002257",6831
"E02002258",9218
"E02002259",7121
"E02002260",9369
"E02002261",8304
"E02002262",7951
"E02002263",6510
"E02002264",7085
"E02002265",5704
"E02002266",5787
"E02002267",7934
"E02002268",10625
"E02002269",9522
"E02002270",8728
"E02002271",7283
"E02002272",9689
"E02002273",6793
"E02002274",7260
"E02002275",8602
"E02002276",7550
"E02002277",6898
"E02002278",6801
"E02002279",6243
"E02002280",6996
"E02002281",11709
"E02002282",7665
"E02002283",7585
"E02002284",6133
"E02002285",8162
"E02002286",6581
"E02002287",7463
"E02002288",9813
"E02002289",7012
"E02002290",6387
"E02002291",6604
"E02002292",5752
"E02002293",9252
"E02002294",11005
"E02002295",7339
"E02002296",6952
"E02002297",6863
"E02002298",6745
"E02002299",7569
"E02002300",8057
"E02002301",8476
"E02002302",6278
"E02002303",6595
"E02002304",6903
"E02002305",6252
"E02002306",6122
"E02002307",5904
"E02002308",6450
"E02002309",7062
"E02002310",5988
"E02002311",6542
"E02002312",10953
"E02002313",8351
"E02002314",5901
"E02002315",6829
"E02002316",6505
"E02002317",7482
"E02002318",6405
"E02002319",6785
"E02002320",6173
"E02002321",6957
"E02002322",6429
"E02002323",8457
"E02002324",6726
"E02002325",8952
"E02002326",6258
"E02002327",9990
"E02002328",7076
"E02002329",12223
"E02002330",6572
"E02002331",7029
"E02002332",6143
"E02002333",7637
"E02002334",7110
"E02002335",7500
"E02002336",6596
"E02002337",7388
"E02002338",6817
"E02002339",5351
"E02002340",5554
"E02002341",7218
"E02002342",5579
"E02002343",5717
"E02002344",7566
"E02002345",5635
"E02002346",5842
"E02002347",6278
"E02002348",6216
"E02002349",5752
"E02002350",6034
"E02002351",5346
"E02002352",7416
"E02002353",5939
"E02002354",7702
"E02002356",8324
"E02002357",7915
"E02002358",7801
"E02002359",6449
"E02002360",6696
"E02002361",5886
"E02002362",7744
"E02002363",6718
"E02002364",5708
"E02002366",8067
"E02002367",6173
"E02002368",8281
"E02002369",7345
"E02002370",7052
"E02002371",10215
"E02002373",9519
"E02002374",6835
"E02002375",6271
"E02002376",7788
"E02002377",7863
"E02002379",5558
"E02002380",5161
"E02002381",6051
"E02002382",8579
"E02002383",8467
"E02002384",13254
"E02002385",8757
"E02002386",8539
"E02002387",5698
"E02002388",7616
"E02002389",7274
"E02002390",6345
"E02002391",7412
"E02002392",11468
"E02002393",9232
"E02002394",8321
"E02002395",6842
"E02002396",8775
"E02002397",7494
"E02002398",7178
"E02002399",6121
"E02002400",8809
"E02002401",6570
"E02002402",5427
"E02002403",5985
"E02002404",10808
"E02002405",8703
"E02002406",6869
"E02002407",6487
"E02002408",7212
"E02002409",5885
"E02002410",6651
"E02002411",8815
"E02002412",7004
"E02002414",6817
"E02002415",7558
"E02002416",6784
"E02002417",6671
"E02002418",6903
"E02002419",8253
"E02002420",8548
"E02002421",6041
"E02002422",6124
"E02002423",5720
"E02002424",7522
"E02002425",8342
"E02002426",7652
"E02002427",6716
"E02002428",7888
"E02002429",8285
"E02002430",7702
"E02002431",8264
"E02002432",7168
"E02002433",6435
"E02002434",10066
"E02002435",7558
"E02002436",6596
"E02002437",6048
"E02002438",8684
"E02002439",8452
"E02002440",7973
"E02002441",9347
"E02002442",7303
"E02002443",6289
"E02002444",6315
"E02002445",7920
"E02002446",5890
"E02002447",6275
"E02002448",8061
"E02002449",9194
"E02002450",7339
"E02002451",7732
"E02002452",8594
"E02002453",9788
"E02002454",8703
"E02002455",6391
"E02002456",8056
"E02002457",8075
"E02002458",9133
"E02002459",9731
"E02002460",7101
"E02002461",11490
"E02002462",7515
"E02002463",10260
"E02002464",8693
"E02002465",6068
"E02002466",9255
"E02002467",9033
"E02002468",6236
"E02002469",6438
"E02002470",6171
"E02002471",11183
"E02002472",5911
"E02002473",6647
"E02002474",6713
"E02002475",6371
"E02002476",6432
"E02002477",6556
"E02002478",6297
"E02002479",8377
"E02002480",5798
"E02002481",7313
"E02002482",7209
"E02002483",10261
"E02002484",10449
"E02002485",8185
"E02002487",5277
"E02002488",5848
"E02002489",7730
"E02002490",6214
"E02002491",6454
"E02002492",6887
"E02002493",6702
"E02002494",7750
"E02002496",13252
"E02002497",5944
"E02002498",9664
"E02002499",7406
"E02002500",5919
"E02002501",5562
"E02002502",9221
"E02002503",6733
"E02002504",9788
"E02002505",6104
"E02002506",5686
"E02002507",5992
"E02002508",5067
"E02002509",5395
"E02002510",5928
"E02002512",5298
"E02002513",9261
"E02002514",8528
"E02002515",6903
"E02002516",5853
"E02002517",5344
"E02002518",10837
"E02002519",7455
"E02002520",12946
"E02002521",6112
"E02002523",6623
"E02002524",5506
"E02002525",8212
"E02002526",7735
"E02002527",5078
"E02002529",5879
"E02002530",6332
"E02002532",6655
"E02002533",6239
"E02002534",5693
"E02002535",9336
"E02002536",9771
"E02002537",8641
"E02002538",5780
"E02002539",9414
"E02002540",6035
"E02002541",6146
"E02002542",8242
"E02002543",9065
"E02002544",8694
"E02002545",5191
"E02002546",7503
"E02002547",6193
"E02002548",13843
"E02002549",7396
"E02002550",6184
"E02002551",7153
"E02002552",7246
"E02002553",5949
"E02002554",5280
"E02002555",10131
"E02002556",6979
"E02002557",16385
"E02002558",10791
"E02002559",9157
"E02002560",6087
"E02002561",5305
"E02002562",5840
"E02002563",5446
"E02002564",9729
"E02002565",5074
"E02002566",6942
"E02002567",8725
"E02002568",6000
"E02002569",9014
"E02002570",7771
"E02002571",6507
"E02002572",6413
"E02002573",8793
"E02002574",8641
"E02002575",9752
"E02002576",7341
"E02002577",7631
"E02002578",8401
"E02002579",7938
"E02002580",8046
"E02002581",7322
"E02002582",8786
"E02002583",7599
"E02002584",7403
"E02002585",10580
"E02002586",10026
"E02002587",6532
"E02002588",7252
"E02002589",6160
"E02002590",7310
"E02002591",6451
"E02002592",6344
"E02002593",4959
"E02002594",5302
"E02002595",8322
"E02002596",8013
"E02002597",9280
"E02002598",10272
"E02002599",11165
"E02002600",8949
"E02002601",8754
"E02002602",8339
"E02002603",6912
"E02002604",7377
"E02002605",9035
"E02002606",11981
"E02002607",11621
"E02002608",8236
"E02002609",9700
"E02002610",12709
"E02002611",7782
"E02002612",9130
"E02002613",6455
"E02002614",5616
"E02002615",10277
"E02002616",8891
"E02002617",9261
"E02002618",7490
"E02002619",8997
"E02002620",8904
"E02002621",8614
"E02002622",10714
"E02002623",10463
"E02002624",8220
"E02002625",9735
"E02002626",7121
"E02002627",7687
"E02002628",6676
"E02002629",5712
"E02002630",6353
"E02002631",8408
"E02002632",6173
"E02002633",7711
"E02002634",7954
"E02002635",7943
"E02002636",8289
"E02002637",6046
"E02002638",5998
"E02002639",6110
"E02002640",6877
"E02002641",8088
"E02002642",7119
"E02002643",7586
"E02002644",7664
"E02002645",6047
"E02002646",6804
"E02002647",7937
"E02002648",7180
"E02002649",8133
"E02002650",8083
"E02002651",7877
"E02002652",14948
"E02002653",8007
"E02002654",8097
"E02002655",8710
"E02002656",4953
"E02002657",7176
"E02002658",6356
"E02002659",10864
"E02002660",6709
"E02002661",8230
"E02002662",6815
"E02002663",6966
"E02002664",7019
"E02002665",8008
"E02002666",9022
"E02002667",7099
"E02002668",8424
"E02002669",8116
"E02002670",7800
"E02002671",8819
"E02002672",7365
"E02002673",7397
"E02002674",6469
"E02002675",9207
"E02002676",7320
"E02002677",8353
"E02002678",8029
"E02002679",7438
"E02002680",9792
"E02002681",8968
"E02002682",9473
"E02002684",9944
"E02002685",7851
"E02002686",8145
"E02002687",5979
"E02002688",5533
"E02002689",5668
"E02002691",8190
"E02002692",9079
"E02002693",7156
"E02002694",12124
"E02002695",8305
"E02002696",5907
"E02002697",7678
"E02002698",8505
"E02002699",9734
"E02002700",6312
"E02002701",8424
"E02002702",10060
"E02002703",8964
"E02002704",7127
"E02002705",6420
"E02002706",7163
"E02002707",7331
"E02002708",6618
"E02002709",7920
"E02002710",7447
"E02002711",7630
"E02002712",7610
"E02002714",7823
"E02002715",13503
"E02002716",8561
"E02002717",7956
"E02002718",7959
"E02002719",6335
"E02002720",7566
"E02002721",6417
"E02002722",8699
"E02002723",8844
"E02002724",9758
"E02002725",6709
"E02002726",10488
"E02002727",5516
"E02002728",7690
"E02002729",5803
"E02002730",7549
"E02002731",6064
"E02002732",7894
"E02002733",5748
"E02002734",5514
"E02002735",5045
"E02002736",5994
"E02002737",7154
"E02002738",6981
"E02002739",5828
"E02002740",5544
"E02002741",9007
"E02002742",5592
"E02002743",5541
"E02002744",7234
"E02002745",7217
"E02002746",9763
"E02002747",8547
"E02002748",7850
"E02002749",11670
"E02002750",6308
"E02002751",6475
"E02002752",7097
"E02002753",8660
"E02002754",8412
"E02002755",7899
"E02002756",9618
"E02002757",6470
"E02002758",6280
"E02002759",9545
"E02002760",5933
"E02002761",6589
"E02002762",6701
"E02002763",8819
"E02002764",6037
"E02002765",6369
"E02002766",9049
"E02002767",6602
"E02002768",7686
"E02002769",5724
"E02002770",7057
"E02002771",7292
"E02002772",6971
"E02002773",5744
"E02002774",6099
"E02002775",5752
"E02002776",6872
"E02002777",8508
"E02002778",8407
"E02002779",9723
"E02002780",8669
"E02002781",11444
"E02002782",6374
"E02002783",10469
"E02002784",13475
"E02002785",8405
"E02002786",11344
"E02002787",9369
"E02002788",9089
"E02002789",9229
"E02002790",13167
"E02002791",6479
"E02002792",7801
"E02002793",9342
"E02002794",9590
"E02002795",8296
"E02002796",6047
"E02002797",7338
"E02002798",9567
"E02002799",5957
"E02002800",7076
"E02002801",7473
"E02002802",7982
"E02002803",8472
"E02002804",8723
"E02002805",5480
"E02002806",6345
"E02002807",8675
"E02002808",13056
"E02002809",6681
"E02002810",8432
"E02002811",11333
"E02002812",7575
"E02002813",11851
"E02002814",7000
"E02002815",8789
"E02002816",9503
"E02002817",6232
"E02002818",8694
"E02002819",7926
"E02002820",9692
"E02002821",12152
"E02002822",6620
"E02002823",7339
"E02002824",9791
"E02002825",8580
"E02002826",6921
"E02002827",6308
"E02002828",7727
"E02002829",11286
"E02002830",10079
"E02002831",6809
"E02002832",9159
"E02002833",8340
"E02002834",11256
"E02002835",14393
"E02002836",9547
"E02002837",8477
"E02002838",8049
"E02002839",7863
"E02002842",8585
"E02002843",14185
"E02002844",11626
"E02002845",10862
"E02002846",7153
"E02002847",10009
"E02002848",11276
"E02002849",14738
"E02002851",8318
"E02002852",7007
"E02002853",13220
"E02002854",8267
"E02002855",8079
"E02002856",11791
"E02002857",6613
"E02002858",7031
"E02002860",7892
"E02002861",7547
"E02002862",8030
"E02002863",7830
"E02002864",8011
"E02002865",7875
"E02002866",7634
"E02002867",8577
"E02002868",5744
"E02002869",7526
"E02002871",7723
"E02002872",8790
"E02002873",9513
"E02002874",8238
"E02002875",8603
"E02002876",8176
"E02002877",7730
"E02002878",9723
"E02002879",9741
"E02002880",9058
"E02002881",6863
"E02002882",8589
"E02002883",7951
"E02002884",6968
"E02002885",9200
"E02002886",9769
"E02002887",6583
"E02002888",7577
"E02002889",13020
"E02002890",13912
"E02002891",8190
"E02002892",6074
"E02002893",16101
"E02002894",7034
"E02002895",8438
"E02002896",10663
"E02002897",8173
"E02002898",10914
"E02002899",11019
"E02002901",6167
"E02002902",9266
"E02002903",6232
"E02002904",6035
"E02002905",6464
"E02002906",6105
"E02002907",6296
"E02002908",8929
"E02002909",10768
"E02002910",8227
"E02002911",9610
"E02002912",7671
"E02002913",5828
"E02002914",9294
"E02002915",7750
"E02002916",10068
"E02002917",7174
"E02002918",5991
"E02002919",9779
"E02002920",6779
"E02002921",8270
"E02002922",6860
"E02002923",10054
"E02002924",6246
"E02002925",11269
"E02002926",11309
"E02002927",12060
"E02002928",5982
"E02002929",6358
"E02002930",6372
"E02002931",6762
"E02002932",9219
"E02002933",7870
"E02002934",6028
"E02002935",6534
"E02002936",10465
"E02002937",10060
"E02002938",7237
"E02002939",6964
"E02002940",5856
"E02002941",10484
"E02002942",7353
"E02002943",14858
"E02002944",8214
"E02002945",9690
"E02002946",7692
"E02002947",7163
"E02002948",7560
"E02002949",5365
"E02002950",5768
"E02002951",7615
"E02002952",7495
"E02002953",7373
"E02002954",8193
"E02002955",7701
"E02002956",9251
"E02002957",9566
"E02002958",8240
"E02002959",9433
"E02002960",5766
"E02002961",7016
"E02002962",7273
"E02002963",7247
"E02002964",8494
"E02002965",8469
"E02002966",10120
"E02002967",10339
"E02002968",9244
"E02002969",9456
"E02002970",8143
"E02002971",4854
"E02002972",6292
"E02002973",8390
"E02002974",5978
"E02002975",7072
"E02002976",6016
"E02002977",5702
"E02002978",6773
"E02002979",6017
"E02002980",5993
"E02002981",8429
"E02002982",7975
"E02002983",5083
"E02002984",5367
"E02002985",6409
"E02002986",6305
"E02002987",5647
"E02002988",5697
"E02002989",5741
"E02002990",6098
"E02002991",11318
"E02002992",5980
"E02002993",6697
"E02002994",10545
"E02002995",5782
"E02002996",13369
"E02002997",7807
"E02002998",5919
"E02002999",5577
"E02003000",9659
"E02003001",5561
"E02003002",5937
"E02003003",6040
"E02003004",6781
"E02003005",6502
"E02003006",9765
"E02003007",9290
"E02003008",6151
"E02003009",6238
"E02003010",6769
"E02003011",5698
"E02003012",11473
"E02003013",11978
"E02003014",8296
"E02003015",6693
"E02003016",8216
"E02003017",6080
"E02003018",5910
"E02003019",9868
"E02003020",6510
"E02003021",7554
"E02003022",5903
"E02003023",6664
"E02003024",9700
"E02003025",7601
"E02003026",9335
"E02003027",12743
"E02003028",8531
"E02003029",6373
"E02003030",7791
"E02003031",10649
"E02003032",8127
"E02003033",8973
"E02003034",13466
"E02003036",10306
"E02003037",9013
"E02003038",6512
"E02003039",8750
"E02003040",9888
"E02003041",6152
"E02003043",18949
"E02003044",5773
"E02003045",7427
"E02003046",9838
"E02003047",11101
"E02003048",7102
"E02003049",7618
"E02003050",9949
"E02003051",7415
"E02003052",6843
"E02003053",8195
"E02003054",6576
"E02003055",8418
"E02003056",7536
"E02003057",5932
"E02003058",9051
"E02003059",6144
"E02003060",10559
"E02003061",6054
"E02003062",5889
"E02003063",6807
"E02003064",7133
"E02003065",9886
"E02003066",6175
"E02003067",7938
"E02003068",6289
"E02003069",5611
"E02003070",13631
"E02003071",8103
"E02003072",9125
"E02003073",6421
"E02003074",7728
"E02003075",6049
"E02003076",9434
"E02003077",6182
"E02003078",7195
"E02003079",9339
"E02003080",8750
"E02003081",9463
"E02003082",9229
"E02003084",10643
"E02003085",7930
"E02003086",6178
"E02003087",10220
"E02003088",8444
"E02003089",5943
"E02003090",8162
"E02003091",6658
"E02003092",8220
"E02003093",6461
"E02003094",8934
"E02003095",7536
"E02003096",6294
"E02003097",6443
"E02003098",10306
"E02003099",7466
"E02003100",14077
"E02003101",11287
"E02003102",7021
"E02003103",7271
"E02003104",7600
"E02003105",6352
"E02003106",15933
"E02003107",11328
"E02003108",11249
"E02003109",6163
"E02003110",12144
"E02003111",6639
"E02003112",6679
"E02003113",10691
"E02003114",7179
"E02003115",9965
"E02003116",7786
"E02003117",9408
"E02003118",10115
"E02003119",10489
"E02003120",9220
"E02003121",10017
"E02003122",7043
"E02003123",8701
"E02003124",8059
"E02003125",6078
"E02003126",7912
"E02003127",7414
"E02003128",8808
"E02003129",6172
"E02003130",10417
"E02003131",7327
"E02003132",8956
"E02003133",7165
"E02003134",6776
"E02003135",7670
"E02003136",7728
"E02003137",7810
"E02003138",7536
"E02003139",6568
"E02003140",7667
"E02003141",7934
"E02003142",9105
"E02003143",7346
"E02003144",8862
"E02003145",6827
"E02003146",8754
"E02003147",9340
"E02003148",10604
"E02003149",9506
"E02003150",12363
"E02003151",7764
"E02003152",10420
"E02003153",7468
"E02003154",7224
"E02003155",5780
"E02003156",10570
"E02003157",6413
"E02003158",5620
"E02003159",5833
"E02003161",7609
"E02003163",7844
"E02003164",8822
"E02003165",7110
"E02003166",12052
"E02003167",9545
"E02003168",7147
"E02003169",6768
"E02003170",9459
"E02003171",7523
"E02003172",6321
"E02003173",6437
"E02003174",7979
"E02003175",9135
"E02003176",7384
"E02003177",8096
"E02003178",8414
"E02003179",6561
"E02003180",9550
"E02003181",8667
"E02003182",6530
"E02003183",6956
"E02003184",8007
"E02003185",7543
"E02003186",9230
"E02003187",9426
"E02003188",12990
"E02003189",8654
"E02003190",10647
