"areaCode","population"
"E02003191",8270
"E02003192",12863
"E02003194",6166
"E02003195",5495
"E02003196",10170
"E02003197",6729
"E02003198",7389
"E02003199",9152
"E02003200",10235
"E02003201",10908
"E02003202",6275
"E02003203",7550
"E02003204",9069
"E02003205",8328
"E02003206",10043
"E02003207",7148
"E02003208",11923
"E02003209",6466
"E02003210",9581
"E02003211",8956
"E02003212",8119
"E02003214",6215
"E02003215",6650
"E02003216",9257
"E02003217",7125
"E02003218",6356
"E02003219",9236
"E02003220",9999
"E02003221",7094
"E02003222",5811
"E02003223",10550
"E02003224",8323
"E02003225",5951
"E02003226",10563
"E02003227",6713
"E02003228",7622
"E02003229",5379
"E02003230",8721
"E02003231",8720
"E02003232",8657
"E02003233",8598
"E02003234",8125
"E02003235",9155
"E02003236",11866
"E02003237",5768
"E02003238",5567
"E02003239",7374
"E02003240",6788
"E02003241",6575
"E02003242",7953
"E02003243",10631
"E02003244",9463
"E02003245",7836
"E02003246",10050
"E02003247",8370
"E02003248",11222
"E02003249",12090
"E02003250",12470
"E02003251",7245
"E02003252",12688
"E02003253",9839
"E02003254",8600
"E02003255",11673
"E02003257",8933
"E02003258",8257
"E02003259",6171
"E02003260",8314
"E02003261",5987
"E02003262",10128
"E02003263",12032
"E02003264",9248
"E02003265",7800
"E02003266",9173
"E02003267",13728
"E02003268",11834
"E02003269",10304
"E02003270",8154
"E02003271",9621
"E02003272",10251
"E02003273",10797
"E02003274",11281
"E02003275",15836
"E02003276",9089
"E02003277",11030
"E02003278",14017
"E02003279",9511
"E02003280",10451
"E02003281",9626
"E02003282",10644
"E02003283",11142
"E02003284",11325
"E02003285",11191
"E02003286",9442
"E02003287",10083
"E02003288",12889
"E02003289",10465
"E02003290",10517
"E02003291",11994
"E02003292",12343
"E02003293",11703
"E02003294",9274
"E02003295",10525
"E02003296",6804
"E02003297",7163
"E02003298",6816
"E02003299",5989
"E02003300",8503
"E02003301",11571
"E02003302",10732
"E02003303",9187
"E02003304",9784
"E02003305",6708
"E02003307",10338
"E02003308",7234
"E02003309",7632
"E02003310",15282
"E02003311",9351
"E02003312",10079
"E02003313",14748
"E02003314",6375
"E02003315",5593
"E02003316",10973
"E02003317",6831
"E02003318",5974
"E02003319",8456
"E02003320",9242
"E02003321",6569
"E02003322",8305
"E02003323",7693
"E02003324",9862
"E02003325",7774
"E02003326",8021
"E02003327",7535
"E02003328",9827
"E02003329",7139
"E02003330",6746
"E02003331",8855
"E02003332",6300
"E02003333",7457
"E02003334",6179
"E02003335",7592
"E02003336",6076
"E02003337",7231
"E02003338",7198
"E02003339",6491
"E02003340",8003
"E02003341",6596
"E02003342",6353
"E02003343",5914
"E02003344",7118
"E02003345",6052
"E02003346",6950
"E02003347",6126
"E02003348",7781
"E02003349",7288
"E02003350",6275
"E02003351",7806
"E02003352",5861
"E02003353",10306
"E02003354",9962
"E02003355",6749
"E02003356",7279
"E02003357",10204
"E02003358",11341
"E02003359",6513
"E02003360",11817
"E02003361",7385
"E02003362",6826
"E02003363",7263
"E02003364",6758
"E02003365",6775
"E02003366",7510
"E02003367",6451
"E02003368",5689
"E02003369",6502
"E02003370",6661
"E02003371",5702
"E02003372",7628
"E02003373",8661
"E02003374",5557
"E02003375",5890
"E02003376",5847
"E02003377",10336
"E02003378",7827
"E02003379",6912
"E02003380",7816
"E02003381",5929
"E02003382",7972
"E02003383",6789
"E02003384",6512
"E02003385",10263
"E02003386",8238
"E02003387",9452
"E02003388",5816
"E02003389",7404
"E02003390",7147
"E02003391",8001
"E02003392",7839
"E02003393",7480
"E02003394",7973
"E02003395",10186
"E02003396",9124
"E02003397",7387
"E02003398",10571
"E02003399",14683
"E02003400",8163
"E02003401",8697
"E02003402",10450
"E02003403",8641
"E02003404",9550
"E02003405",11362
"E02003406",7122
"E02003407",10070
"E02003408",10982
"E02003409",9957
"E02003410",11545
"E02003411",11329
"E02003412",9820
"E02003413",13401
"E02003414",13196
"E02003415",12962
"E02003416",9270
"E02003417",11500
"E02003418",10116
"E02003419",8843
"E02003420",6548
"E02003421",5606
"E02003422",11452
"E02003423",6470
"E02003424",8960
"E02003425",13103
"E02003426",9786
"E02003427",8220
"E02003428",9128
"E02003429",7672
"E02003430",7065
"E02003431",6767
"E02003432",7229
"E02003433",6624
"E02003434",9113
"E02003435",7212
"E02003436",8551
"E02003437",7554
"E02003438",10910
"E02003439",5599
"E02003440",9268
"E02003441",7681
"E02003442",7851
"E02003443",7243
"E02003444",9814
"E02003445",8722
"E02003446",10145
"E02003447",10337
"E02003448",7465
"E02003449",7809
"E02003450",12338
"E02003451",9086
"E02003452",8573
"E02003453",6715
"E02003454",8801
"E02003455",8619
"E02003456",6984
"E02003457",10005
"E02003458",8064
"E02003459",8372
"E02003460",10764
"E02003461",7219
"E02003462",7536
"E02003463",6566
"E02003464",6695
"E02003465",6080
"E02003466",7717
"E02003467",6442
"E02003468",8310
"E02003469",5552
"E02003470",5965
"E02003471",6566
"E02003472",9827
"E02003473",5448
"E02003474",8882
"E02003475",22727
"E02003476",9086
"E02003477",15398
"E02003478",6772
"E02003479",7439
"E02003480",8077
"E02003481",8014
"E02003482",6724
"E02003483",11046
"E02003484",7061
"E02003485",8040
"E02003486",9401
"E02003487",7258
"E02003488",7874
"E02003489",7329
"E02003490",9270
"E02003491",7854
"E02003492",11708
"E02003493",8223
"E02003494",6548
"E02003495",7083
"E02003496",7517
"E02003497",7646
"E02003498",9078
"E02003499",8044
"E02003500",8227
"E02003501",8797
"E02003502",7685
"E02003503",8950
"E02003504",8769
"E02003505",10365
"E02003506",7212
"E02003507",9851
"E02003508",9837
"E02003509",9354
"E02003510",8948
"E02003511",8498
"E02003512",9928
"E02003513",6595
"E02003514",9560
"E02003515",9170
"E02003516",9096
"E02003517",12672
"E02003518",8114
"E02003519",9882
"E02003520",9421
"E02003521",8402
"E02003522",7717
"E02003523",10134
"E02003524",7965
"E02003525",6449
"E02003526",6717
"E02003527",6328
"E02003529",8304
"E02003530",7750
"E02003531",7712
"E02003532",7617
"E02003533",5732
"E02003534",8999
"E02003535",9864
"E02003536",8211
"E02003537",10335
"E02003538",10562
"E02003539",16422
"E02003540",9693
"E02003541",12688
"E02003542",9402
"E02003543",8854
"E02003544",6365
"E02003545",7463
"E02003546",8597
"E02003547",9527
"E02003548",6774
"E02003549",8999
"E02003550",7737
"E02003551",6964
"E02003552",5985
"E02003553",7912
"E02003554",6236
"E02003555",8175
"E02003556",5834
"E02003557",7125
"E02003558",7052
"E02003559",7834
"E02003560",7436
"E02003561",8583
"E02003562",8491
"E02003563",7820
"E02003564",7670
"E02003565",7518
"E02003566",6089
"E02003567",7675
"E02003568",8997
"E02003569",8011
"E02003570",12217
"E02003571",11109
"E02003572",6100
"E02003573",7536
"E02003574",7337
"E02003575",6585
"E02003576",8131
"E02003577",14201
"E02003578",6066
"E02003579",9092
"E02003580",6003
"E02003581",7885
"E02003582",8608
"E02003583",7434
"E02003584",6468
"E02003585",6782
"E02003586",7868
"E02003587",8769
"E02003588",8437
"E02003589",8133
"E02003590",7460
"E02003591",9618
"E02003592",9487
"E02003593",5269
"E02003594",9430
"E02003595",7906
"E02003596",8949
"E02003597",5739
"E02003598",7529
"E02003599",5929
"E02003600",6693
"E02003601",7745
"E02003602",6185
"E02003603",10914
"E02003604",10759
"E02003605",9488
"E02003606",8124
"E02003607",10776
"E02003608",12144
"E02003609",11622
"E02003610",8660
"E02003611",9593
"E02003612",12413
"E02003613",5888
"E02003614",7931
"E02003615",10052
"E02003616",5510
"E02003617",8789
"E02003618",8733
"E02003619",11815
"E02003620",8035
"E02003621",7770
"E02003622",9050
"E02003623",10710
"E02003624",5762
"E02003625",8759
"E02003626",5366
"E02003627",10387
"E02003628",9483
"E02003629",10191
"E02003630",10989
"E02003631",5460
"E02003632",5923
"E02003633",9699
"E02003634",13152
"E02003635",7709
"E02003636",7382
"E02003637",10132
"E02003638",7718
"E02003639",9654
"E02003640",6214
"E02003641",5601
"E02003642",9750
"E02003643",13386
"E02003644",9847
"E02003645",7104
"E02003646",10413
"E02003647",10235
"E02003648",5737
"E02003649",6875
"E02003650",6954
"E02003651",6730
"E02003652",11232
"E02003653",6875
"E02003654",5810
"E02003655",10137
"E02003656",6342
"E02003657",6828
"E02003658",8914
"E02003659",10045
"E02003660",10348
"E02003661",6085
"E02003662",6705
"E02003663",12636
"E02003664",8808
"E02003665",6184
"E02003666",8390
"E02003667",9834
"E02003668",9007
"E02003669",7962
"E02003670",9986
"E02003671",6223
"E02003672",10821
"E02003673",8972
"E02003674",5487
"E02003675",9588
"E02003676",7932
"E02003677",10192
"E02003678",5806
"E02003679",7066
"E02003680",9604
"E02003681",10634
"E02003682",7612
"E02003683",7251
"E02003685",7985
"E02003686",7373
"E02003687",5826
"E02003688",12752
"E02003689",9122
"E02003690",6887
"E02003691",6908
"E02003692",8987
"E02003693",6719
"E02003694",7970
"E02003695",11095
"E02003696",7951
"E02003697",5769
"E02003698",8081
"E02003699",5583
"E02003701",11463
"E02003702",8024
"E02003703",8394
"E02003704",5644
"E02003705",6899
"E02003706",6887
"E02003707",6955
"E02003708",9758
"E02003709",5667
"E02003710",11795
"E02003711",9671
"E02003712",7819
"E02003713",5802
"E02003714",6520
"E02003715",6381
"E02003716",5471
"E02003717",8830
"E02003718",5599
"E02003719",8261
"E02003720",8541
"E02003721",8814
"E02003722",7912
"E02003723",9864
"E02003724",8955
"E02003725",15139
"E02003726",8442
"E02003727",8447
"E02003728",8918
"E02003729",8040
"E02003730",14285
"E02003731",9180
"E02003732",9888
"E02003733",8528
"E02003734",12343
"E02003735",9303
"E02003736",10196
"E02003737",13972
"E02003738",6280
"E02003739",6417
"E02003740",6311
"E02003742",6664
"E02003743",11376
"E02003744",14355
"E02003745",10314
"E02003746",7756
"E02003747",11882
"E02003748",7819
"E02003749",6024
"E02003750",7481
"E02003751",7027
"E02003752",11152
"E02003753",11314
"E02003754",5683
"E02003755",8146
"E02003756",6960
"E02003757",6538
"E02003758",9606
"E02003759",5908
"E02003760",9277
"E02003761",5955
"E02003762",9568
"E02003763",9696
"E02003764",10613
"E02003765",7322
"E02003766",7279
"E02003767",6497
"E02003768",9738
"E02003769",7516
"E02003770",10440
"E02003771",6492
"E02003772",6749
"E02003773",10843
"E02003774",5823
"E02003775",6886
"E02003776",6593
"E02003777",8305
"E02003778",6348
"E02003779",5027
"E02003780",12091
"E02003781",6437
"E02003783",7590
"E02003784",8614
"E02003785",9173
"E02003786",6588
"E02003787",7298
"E02003788",7464
"E02003789",7233
"E02003790",9419
"E02003791",8024
"E02003792",9664
"E02003793",6999
"E02003794",8606
"E02003795",5777
"E02003796",7265
"E02003797",10259
"E02003798",6073
"E02003799",7113
"E02003800",6844
"E02003801",6839
"E02003802",8834
"E02003803",9932
"E02003804",6557
"E02003805",6296
"E02003806",7764
"E02003807",8007
"E02003808",6452
"E02003809",8011
"E02003810",9094
"E02003811",6765
"E02003812",6203
"E02003813",6113
"E02003814",8017
"E02003815",7208
"E02003816",7163
"E02003817",6885
"E02003818",5380
"E02003819",6188
"E02003820",9151
"E02003821",5416
"E02003822",10886
"E02003823",6535
"E02003824",5680
"E02003825",6347
"E02003826",8120
"E02003827",9708
"E02003828",6880
"E02003829",5687
"E02003830",8186
"E02003831",9707
"E02003832",6554
"E02003833",6094
"E02003834",7123
"E02003835",7798
"E02003836",7008
"E02003837",14244
"E02003838",6994
"E02003839",6998
"E02003840",10552
"E02003841",7951
"E02003842",5357
"E02003843",6025
"E02003844",6476
"E02003845",9672
"E02003846",6800
"E02003847",9466
"E02003848",5005
"E02003849",7689
"E02003850",5050
"E02003851",5551
"E02003852",6399
"E02003853",6102
"E02003854",6295
"E02003855",6443
"E02003856",10869
"E02003857",6603
"E02003858",7010
"E02003859",11967
"E02003860",7230
"E02003861",6380
"E02003862",5115
"E02003863",6715
"E02003864",8278
"E02003865",7915
"E02003866",5970
"E02003867",7529
"E02003868",8289
"E02003869",7137
"E02003870",10318
"E02003871",6761
"E02003872",9595
"E02003873",6041
"E02003874",9171
"E02003875",6256
"E02003876",5495
"E02003877",9291
"E02003878",8751
"E02003879",8670
"E02003880",6227
"E02003881",5873
"E02003882",9292
"E02003883",10700
"E02003884",8487
"E02003885",5988
"E02003886",6514
"E02003887",6492
"E02003888",6269
"E02003889",5900
"E02003890",6488
"E02003891",6043
"E02003892",6456
"E02003893",6605
"E02003894",8348
"E02003895",8851
"E02003896",5855
"E02003897",5578
"E02003898",6725
"E02003899",5478
"E02003900",7104
"E02003901",7853
"E02003902",5214
"E02003903",6325
"E02003904",4995
"E02003905",6867
"E02003906",5937
"E02003907",8370
"E02003908",8512
"E02003909",10491
"E02003910",6460
"E02003911",9040
"E02003912",8009
"E02003913",6174
"E02003914",8339
"E02003915",7851
"E02003916",7000
"E02003917",8195
"E02003918",7121
"E02003919",7421
"E02003920",8081
"E02003921",6095
"E02003922",8673
"E02003923",8571
"E02003924",6970
"E02003925",7350
"E02003926",8459
"E02003927",11494
"E02003928",12161
"E02003929",6931
"E02003930",9630
"E02003931",10667
"E02003932",7558
"E02003933",7192
"E02003934",7252
"E02003935",10918
"E02003936",8499
"E02003937",5630
"E02003938",7116
"E02003939",7100
"E02003940",6242
"E02003941",8442
"E02003942",7998
"E02003943",6956
"E02003944",10144
"E02003945",6104
"E02003946",9622
"E02003947",6646
"E02003948",8284
"E02003949",6651
"E02003950",5603
"E02003951",5929
"E02003952",8786
"E02003953",11432
"E02003954",7403
"E02003955",9966
"E02003956",7893
"E02003957",11019
"E02003958",8416
"E02003959",7110
"E02003960",6057
"E02003961",9863
"E02003962",7313
"E02003963",10148
"E02003964",8030
"E02003965",11087
"E02003966",7006
"E02003967",8378
"E02003968",9111
"E02003969",6714
"E02003970",8119
"E02003971",7867
"E02003972",9079
"E02003973",8720
"E02003974",7805
"E02003975",7166
"E02003976",6709
"E02003977",6229
"E02003978",5556
"E02003979",7530
"E02003980",6487
"E02003981",6592
"E02003982",7629
"E02003983",7501
"E02003984",6593
"E02003985",6741
"E02003986",6191
"E02003987",5913
"E02003988",6651
"E02003989",7092
"E02003990",10382
"E02003991",7507
"E02003992",8206
"E02003993",8791
"E02003994",7236
"E02003995",9828
"E02003996",9503
"E02003997",9519
"E02003998",6817
"E02003999",11233
"E02004000",5199
"E02004001",5294
"E02004002",9961
"E02004003",11620
"E02004004",9833
"E02004005",7768
"E02004006",8689
"E02004007",9819
"E02004008",6307
"E02004009",6173
"E02004010",7515
"E02004011",10264
"E02004012",5507
"E02004013",9849
"E02004014",7638
"E02004015",6415
"E02004016",8260
"E02004017",8821
"E02004018",8447
"E02004019",7906
"E02004020",8757
"E02004021",5342
"E02004022",5505
"E02004023",6197
"E02004024",7412
"E02004025",8012
"E02004026",8135
"E02004027",8155
"E02004028",7724
"E02004029",6972
"E02004030",5920
"E02004031",7899
"E02004032",8554
"E02004033",9034
"E02004034",7317
"E02004035",6643
"E02004036",10426
"E02004037",8143
"E02004038",7871
"E02004039",8117
"E02004040",9633
"E02004041",7431
"E02004043",7411
"E02004044",8686
"E02004045",9794
"E02004046",6307
"E02004047",6292
"E02004048",6933
"E02004049",7768
"E02004050",7886
"E02004051",10145
"E02004052",8501
"E02004053",7874
"E02004054",9062
"E02004055",7185
"E02004056",7924
"E02004057",7878
"E02004058",7762
"E02004059",7160
"E02004060",7628
"E02004061",7620
"E02004062",7840
"E02004063",7955
"E02004064",9663
"E02004065",8129
"E02004066",11606
"E02004067",6550
"E02004068",7362
"E02004069",6326
"E02004070",6193
"E02004071",5029
"E02004072",9305
"E02004073",9193
"E02004074",6118
"E02004075",7215
"E02004076",7443
"E02004077",8141
"E02004078",7171
"E02004080",9762
"E02004081",5960
"E02004082",6213
"E02004083",8166
"E02004084",6182
"E02004085",9098
"E02004086",7348
"E02004087",7899
"E02004088",7793
"E02004089",7243
"E02004090",6227
"E02004091",9391
"E02004092",9927
"E02004093",6358
"E02004094",7366
"E02004095",10189
"E02004096",9657
"E02004097",7860
"E02004098",7266
"E02004100",7933
"E02004102",8458
"E02004103",7158
"E02004104",7377
"E02004105",9500
"E02004106",6747
"E02004108",7554
"E02004109",6713
"E02004110",7381
"E02004111",5715
"E02004112",6469
"E02004113",9950
"E02004114",7751
"E02004115",9238
"E02004116",8173
"E02004117",7862
"E02004118",7304
"E02004119",11995
"E02004120",9969
"E02004121",8383
"E02004122",7061
"E02004123",6892
"E02004124",7843
"E02004125",9240
"E02004126",7471
"E02004128",11465
"E02004129",5806
"E02004130",6048
"E02004131",5501
"E02004132",8760
"E02004133",9319
"E02004134",13462
"E02004135",8350
"E02004136",8907
"E02004137",5395
"E02004138",7535
"E02004139",7031
"E02004140",5238
"E02004141",6152
"E02004142",6835
"E02004143",6476
"E02004144",6936
"E02004145",6218
"E02004146",7414
"E02004147",7387
"E02004148",7514
"E02004149",11630
"E02004150",7019
"E02004151",9368
"E02004152",9585
"E02004153",7565
"E02004154",8538
"E02004155",7541
"E02004156",12088
"E02004157",6720
"E02004158",8183
"E02004159",12550
"E02004160",7275
"E02004161",8287
"E02004162",7342
"E02004163",7714
"E02004164",6845
"E02004165",8687
"E02004166",6839
"E02004167",7439
"E02004168",6309
"E02004169",7320
"E02004170",8795
"E02004171",8362
"E02004172",6370
"E02004173",7420
"E02004174",7925
"E02004175",5383
"E02004176",5483
"E02004177",5903
"E02004178",5391
"E02004179",9436
"E02004180",6150
"E02004181",5830
"E02004182",6343
"E02004183",5895
"E02004184",8891
"E02004185",6397
"E02004186",9246
"E02004187",9971
"E02004188",6826
"E02004189",6135
"E02004190",8317
"E02004191",8844
"E02004192",7493
"E02004193",11757
"E02004194",7226
"E02004195",5427
"E02004196",7706
"E02004197",6774
"E02004198",6496
"E02004199",5664
"E02004200",5165
"E02004201",5383
"E02004202",8640
"E02004203",5884
"E02004204",9755
"E02004205",8499
"E02004206",6710
"E02004207",6451
"E02004208",8468
"E02004209",8907
"E02004210",6808
"E02004211",6698
"E02004212",6150
"E02004213",8388
"E02004214",6255
"E02004215",5768
"E02004216",5603
"E02004217",8035
"E02004218",6145
"E02004219",5616
"E02004220",6098
"E02004221",6381
"E02004222",5959
"E02004223",12814
"E02004224",6508
"E02004225",5980
"E02004226",7312
"E02004227",10133
"E02004228",7082
"E02004229",9647
"E02004230",7609
"E02004231",6945
"E02004232",6648
"E02004233",12545
"E02004234",6068
"E02004235",6334
"E02004236",6023
"E02004237",8260
"E02004238",7446
"E02004239",6083
"E02004240",6369
"E02004241",9683
"E02004242",6416
"E02004243",6523
"E02004244",7426
"E02004245",7709
"E02004246",7354
"E02004247",6155
"E02004248",7623
"E02004249",5701
"E02004250",7960
"E02004251",6542
"E02004252",7673
"E02004253",9641
"E02004254",10219
"E02004255",7640
"E02004256",9170
"E02004257",8935
"E02004258",10210
"E02004259",7256
"E02004260",9061
"E02004261",10470
"E02004262",7976
"E02004263",5920
"E02004264",8701
"E02004265",8787
"E02004266",8866
"E02004267",5007
"E02004268",9817
"E02004269",9894
"E02004270",7679
"E02004271",9688
"E02004272",11899
"E02004273",7223
"E02004274",6549
"E02004275",7538
"E02004276",5552
"E02004277",12465
"E02004278",8973
"E02004279",8037
"E02004280",8230
"E02004281",7484
"E02004282",8786
"E02004283",8751
"E02004284",9784
"E02004285",7545
"E02004286",5207
"E02004287",5571
"E02004288",6043
"E02004289",7268
"E02004290",5776
"E02004291",7248
"E02004292",7883
"E02004293",9758
"E02004294",8317
"E02004295",7276
"E02004296",8364
"E02004297",8125
"E02004298",10060
"E02004299",8538
"E02004300",7867
"E02004301",9555
"E02004302",7840
"E02004303",11174
"E02004304",9245
"E02004305",9993
"E02004306",5936
"E02004307",6672
"E02004308",8210
"E02004309",6342
"E02004310",7926
"E02004311",9182
"E02004312",7429
"E02004313",7876
"E02004314",14473
"E02004315",14775
"E02004316",6320
"E02004317",7575
"E02004318",6661
"E02004319",7837
"E02004320",8958
"E02004321",8559
"E02004322",8517
"E02004323",8066
"E02004324",5735
"E02004325",8526
"E02004326",6856
"E02004327",5785
"E02004328",7274
"E02004329",6393
"E02004330",5715
"E02004331",7287
"E02004332",7353
"E02004333",6910
"E02004334",7240
"E02004335",7369
"E02004336",6703
"E02004337",10003
"E02004338",7106
"E02004339",6847
"E02004340",10335
"E02004341",8671
"E02004342",5766
"E02004343",5504
"E02004344",7130
"E02004345",12728
"E02004346",5142
"E02004347",7256
"E02004348",7983
"E02004349",9442
"E02004350",9692
"E02004351",7361
"E02004352",7938
"E02004353",7340
"E02004354",9106
"E02004355",7265
"E02004356",7463
"E02004357",7860
"E02004358",7999
"E02004359",8099
"E02004361",8168
"E02004362",8961
"E02004363",6979
"E02004364",8254
"E02004365",8392
"E02004366",7907
"E02004367",7332
"E02004368",8529
"E02004369",9690
"E02004370",8009
"E02004371",7178
"E02004372",7372
"E02004373",8844
"E02004374",7658
"E02004375",8580
"E02004376",7089
"E02004377",10944
"E02004378",8768
"E02004379",8014
"E02004380",9564
"E02004381",10136
"E02004382",6642
"E02004383",7807
"E02004384",7875
"E02004385",7665
"E02004386",6729
"E02004387",6366
"E02004388",7831
"E02004389",9778
"E02004390",8179
"E02004391",6682
"E02004392",9452
"E02004393",6495
"E02004394",8078
"E02004395",8332
"E02004396",9158
"E02004397",8735
"E02004398",9669
"E02004399",8256
"E02004400",10130
"E02004401",8134
"E02004402",9641
"E02004403",6914
"E02004404",6574
"E02004405",6459
"E02004406",7593
"E02004407",8094
"E02004408",8160
"E02004409",5451
"E02004410",8405
"E02004411",8642
"E02004412",8160
"E02004413",7105
"E02004414",6466
"E02004415",7016
"E02004416",6490
"E02004417",6244
"E02004418",5800
"E02004419",6150
"E02004420",13871
"E02004421",9371
"E02004422",10978
"E02004423",7532
"E02004424",7105
"E02004425",7372
"E02004426",8085
"E02004427",7913
"E02004428",6945
"E02004429",7382
"E02004430",8244
"E02004431",9831
"E02004432",6985
"E02004433",9018
"E02004434",8764
"E02004435",9339
"E02004436",8247
"E02004437",9336
"E02004438",9746
"E02004439",10123
"E02004440",8475
"E02004441",7738
"E02004442",8737
"E02004443",9969
"E02004444",9224
"E02004445",8621
"E02004446",6867
"E02004447",5915
"E02004448",7191
"E02004449",8570
"E02004450",6354
"E02004451",8854
"E02004452",9281
"E02004453",7290
"E02004454",9467
"E02004455",7872
"E02004456",9984
"E02004457",10347
"E02004458",9680
"E02004459",10626
"E02004460",9177
"E02004461",5895
"E02004462",11233
"E02004463",8001
"E02004464",10115
"E02004465",6260
"E02004466",8222
"E02004467",8345
"E02004468",10511
"E02004469",7005
"E02004470",11901
"E02004471",8523
"E02004472",6139
"E02004473",7921
"E02004474",7747
"E02004475",6786
"E02004476",8113
"E02004477",6049
"E02004478",6541
"E02004479",8370
"E02004480",7184
"E02004481",6832
"E02004482",8551
"E02004483",8344
"E02004484",7938
"E02004485",8405
"E02004486",8718
"E02004487",7624
"E02004488",9135
"E02004489",9269
"E02004490",8275
"E02004491",7779
"E02004492",9415
"E02004493",10526
"E02004494",12745
"E02004495",8512
"E02004496",8082
"E02004497",7810
"E02004498",10009
"E02004499",6808
"E02004500",9149
"E02004501",7088
"E02004502",7091
"E02004503",7982
"E02004504",7996
"E02004505",5970
"E02004506",7149
"E02004507",9933
"E02004508",6511
"E02004509",14885
"E02004512",11610
"E02004513",13590
"E02004514",5668
"E02004515",8669
"E02004516",14094
"E02004517",9136
"E02004518",7869
"E02004519",7314
"E02004520",9529
"E02004521",9189
"E02004522",12010
"E02004523",10335
"E02004524",8390
"E02004525",7597
"E02004526",7285
"E02004527",8851
"E02004528",8427
"E02004529",6837
"E02004530",6555
"E02004531",7078
"E02004532",6375
"E02004533",7503
"E02004534",9044
"E02004535",5924
"E02004536",6263
"E02004537",9217
"E02004538",9797
"E02004539",8008
"E02004540",6066
"E02004541",11782
"E02004542",6641
"E02004543",7321
"E02004544",8885
"E02004545",7657
"E02004546",8016
"E02004547",9286
"E02004548",8706
"E02004549",7837
"E02004550",8451
"E02004551",7420
"E02004552",6361
"E02004553",7170
"E02004554",7278
"E02004555",6435
"E02004556",7491
"E02004557",8548
"E02004558",6939
"E02004559",7711
"E02004560",9177
"E02004561",10667
"E02004562",7958
"E02004563",6559
"E02004564",8254
"E02004565",16008
"E02004566",5990
"E02004567",8260
"E02004568",9213
"E02004569",8055
"E02004570",8934
"E02004571",8190
"E02004572",7905
"E02004573",6529
"E02004574",7824
"E02004575",11687
"E02004576",9110
"E02004577",5680
"E02004578",7331
"E02004579",7266
"E02004580",12194
"E02004581",7917
"E02004582",7003
"E02004583",8853
"E02004584",6692
"E02004585",8674
"E02004586",8369
"E02004587",8118
"E02004588",7179
"E02004589",7733
"E02004590",8402
"E02004591",7434
"E02004592",13668
"E02004593",8709
"E02004594",8716
"E02004595",14491
"E02004596",10604
"E02004597",8641
"E02004598",11206
"E02004599",7815
"E02004600",5447
"E02004601",5377
"E02004602",6392
"E02004603",8265
"E02004604",8114
"E02004605",5615
"E02004606",10067
"E02004607",9458
"E02004608",10290
"E02004609",7012
"E02004610",7724
"E02004611",11499
"E02004612",9101
"E02004613",6470
"E02004614",5475
"E02004615",8478
"E02004616",9651
"E02004617",9206
"E02004618",7298
"E02004619",7366
"E02004620",8324
"E02004621",6551
"E02004622",7586
"E02004623",9101
"E02004624",6595
"E02004625",9706
"E02004626",10308
"E02004627",6187
"E02004628",8053
"E02004629",13098
"E02004630",6614
"E02004631",5099
"E02004632",10893
"E02004633",8486
"E02004634",10614
"E02004635",7439
"E02004636",7928
"E02004637",9144
"E02004638",5746
"E02004639",10088
"E02004640",8223
"E02004641",7371
"E02004642",11963
"E02004643",7975
"E02004644",8914
"E02004645",9135
"E02004646",8924
"E02004647",5958
"E02004648",5747
"E02004649",7301
"E02004650",14711
"E02004651",10045
"E02004652",6599
"E02004653",6861
"E02004654",11870
"E02004655",8031
"E02004656",11687
"E02004657",6817
"E02004658",6260
"E02004659",6911
"E02004660",6685
"E02004661",8617
"E02004662",6454
"E02004663",6602
"E02004664",7650
"E02004665",8875
"E02004666",12345
"E02004667",11447
"E02004668",9179
"E02004669",7496
"E02004670",15710
"E02004671",7033
"E02004672",13226
"E02004673",6902
"E02004674",11681
"E02004675",7338
"E02004676",7708
"E02004677",7584
"E02004678",7259
"E02004679",9445
"E02004680",7665
"E02004681",13913
"E02004682",8314
"E02004683",7459
"E02004684",10513
"E02004685",7705
"E02004686",8476
"E02004687",7527
"E02004688",7797
"E02004689",5435
"E02004690",7833
"E02004691",7736
"E02004692",7079
"E02004693",7225
"E02004694",7134
"E02004695",8609
"E02004696",6828
"E02004697",6769
"E02004698",6300
"E02004699",10846
"E02004700",5642
"E02004702",8157
"E02004703",12287
"E02004704",5589
"E02004705",9341
"E02004706",7786
"E02004707",11523
"E02004708",9219
"E02004709",8409
"E02004710",6458
"E02004712",9007
"E02004713",8042
"E02004714",7723
"E02004715",9314
"E02004716",8903
"E02004717",11968
"E02004718",9292
"E02004719",10689
"E02004720",11063
"E02004721",10819
"E02004722",7182
"E02004723",9919
"E02004724",8408
"E02004725",5439
"E02004726",5816
"E02004727",9958
"E02004728",9275
"E02004729",7456
"E02004730",8928
"E02004731",8007
"E02004732",8617
"E02004733",8083
"E02004734",10669
"E02004735",7592
"E02004736",7948
"E02004737",7976
"E02004738",7455
"E02004739",6985
"E02004740",7284
"E02004741",7891
"E02004742",7521
"E02004743",7456
"E02004744",9838
"E02004745",9043
"E02004746",11239
"E02004747",6838
"E02004748",10054
"E02004749",7247
"E02004750",7711
"E02004751",8051
"E02004752",8062
"E02004753",10619
"E02004754",7183
"E02004755",12398
"E02004756",8610
"E02004757",7938
"E02004758",8953
"E02004759",8511
"E02004760",9986
"E02004761",6762
"E02004764",8260
"E02004765",6095
"E02004766",7056
