"areaCode","age","population"
"E07000081","0_4",8176
"E07000081","5_9",8567
"E07000081","10_14",7792
"E07000081","15_19",7227
"E07000081","20_24",7874
"E07000081","25_29",8241
"E07000081","30_34",9150
"E07000081","35_39",8947
"E07000081","40_44",7779
"E07000081","45_49",8634
"E07000081","50_54",9298
"E07000081","55_59",8571
"E07000081","60_64",7048
"E07000081","65_69",5930
"E07000081","70_74",5771
"E07000081","75_79",4192
"E07000081","80_84",2992
"E07000081","85_89",1819
"E07000081","90+",1120
"E07000082","0_4",5830
"E07000082","5_9",6989
"E07000082","10_14",7204
"E07000082","15_19",6445
"E07000082","20_24",5154
"E07000082","25_29",5750
"E07000082","30_34",5957
"E07000082","35_39",6627
"E07000082","40_44",7206
"E07000082","45_49",9052
"E07000082","50_54",9466
"E07000082","55_59",9196
"E07000082","60_64",7976
"E07000082","65_69",7456
"E07000082","70_74",7432
"E07000082","75_79",5166
"E07000082","80_84",3731
"E07000082","85_89",2303
"E07000082","90+",1024
"E07000083","0_4",5591
"E07000083","5_9",5933
"E07000083","10_14",5330
"E07000083","15_19",4581
"E07000083","20_24",4056
"E07000083","25_29",5200
"E07000083","30_34",5760
"E07000083","35_39",6016
"E07000083","40_44",5598
"E07000083","45_49",6325
"E07000083","50_54",7079
"E07000083","55_59",6712
"E07000083","60_64",5859
"E07000083","65_69",5624
"E07000083","70_74",5609
"E07000083","75_79",4074
"E07000083","80_84",2931
"E07000083","85_89",1694
"E07000083","90+",1047
"E07000084","0_4",10559
"E07000084","5_9",12104
"E07000084","10_14",10824
"E07000084","15_19",9055
"E07000084","20_24",8707
"E07000084","25_29",9857
"E07000084","30_34",11675
"E07000084","35_39",12418
"E07000084","40_44",12018
"E07000084","45_49",12789
"E07000084","50_54",13602
"E07000084","55_59",12345
"E07000084","60_64",9662
"E07000084","65_69",8479
"E07000084","70_74",8739
"E07000084","75_79",5878
"E07000084","80_84",4106
"E07000084","85_89",2432
"E07000084","90+",1333
"E07000085","0_4",5934
"E07000085","5_9",7225
"E07000085","10_14",7476
"E07000085","15_19",6767
"E07000085","20_24",5506
"E07000085","25_29",5601
"E07000085","30_34",5652
"E07000085","35_39",6270
"E07000085","40_44",7157
"E07000085","45_49",8862
"E07000085","50_54",9541
"E07000085","55_59",9625
"E07000085","60_64",8087
"E07000085","65_69",7111
"E07000085","70_74",7832
"E07000085","75_79",5468
"E07000085","80_84",4013
"E07000085","85_89",2594
"E07000085","90+",1587
"E07000086","0_4",7481
"E07000086","5_9",8503
"E07000086","10_14",8221
"E07000086","15_19",6947
"E07000086","20_24",6290
"E07000086","25_29",7977
"E07000086","30_34",8864
"E07000086","35_39",8878
"E07000086","40_44",8542
"E07000086","45_49",9218
"E07000086","50_54",9547
"E07000086","55_59",9065
"E07000086","60_64",7824
"E07000086","65_69",6965
"E07000086","70_74",7028
"E07000086","75_79",4893
"E07000086","80_84",3657
"E07000086","85_89",2264
"E07000086","90+",1420
"E07000087","0_4",5407
"E07000087","5_9",6446
"E07000087","10_14",6355
"E07000087","15_19",6063
"E07000087","20_24",5454
"E07000087","25_29",5982
"E07000087","30_34",6571
"E07000087","35_39",6739
"E07000087","40_44",6478
"E07000087","45_49",8132
"E07000087","50_54",8869
"E07000087","55_59",8710
"E07000087","60_64",7490
"E07000087","65_69",6666
"E07000087","70_74",7474
"E07000087","75_79",5316
"E07000087","80_84",3994
"E07000087","85_89",2633
"E07000087","90+",1454
"E07000088","0_4",4530
"E07000088","5_9",5050
"E07000088","10_14",5106
"E07000088","15_19",4680
"E07000088","20_24",4773
"E07000088","25_29",5183
"E07000088","30_34",5330
"E07000088","35_39",5190
"E07000088","40_44",4793
"E07000088","45_49",5581
"E07000088","50_54",6071
"E07000088","55_59",6002
"E07000088","60_64",5229
"E07000088","65_69",4576
"E07000088","70_74",4937
"E07000088","75_79",3077
"E07000088","80_84",2377
"E07000088","85_89",1519
"E07000088","90+",834
"E07000089","0_4",5403
"E07000089","5_9",6416
"E07000089","10_14",6420
"E07000089","15_19",5212
"E07000089","20_24",4026
"E07000089","25_29",4436
"E07000089","30_34",5509
"E07000089","35_39",6185
"E07000089","40_44",6873
"E07000089","45_49",7676
"E07000089","50_54",7526
"E07000089","55_59",6823
"E07000089","60_64",5293
"E07000089","65_69",4730
"E07000089","70_74",5287
"E07000089","75_79",3858
"E07000089","80_84",2758
"E07000089","85_89",1635
"E07000089","90+",1007
"E07000090","0_4",6562
"E07000090","5_9",7215
"E07000090","10_14",7227
"E07000090","15_19",6608
"E07000090","20_24",6753
"E07000090","25_29",7347
"E07000090","30_34",6977
"E07000090","35_39",6836
"E07000090","40_44",6323
"E07000090","45_49",7841
"E07000090","50_54",9215
"E07000090","55_59",9279
"E07000090","60_64",8329
"E07000090","65_69",7401
"E07000090","70_74",8036
"E07000090","75_79",5530
"E07000090","80_84",4332
"E07000090","85_89",2788
"E07000090","90+",1621
"E07000091","0_4",7732
"E07000091","5_9",9337
"E07000091","10_14",9576
"E07000091","15_19",8589
"E07000091","20_24",7664
"E07000091","25_29",8134
"E07000091","30_34",8229
"E07000091","35_39",8475
"E07000091","40_44",9049
"E07000091","45_49",11216
"E07000091","50_54",13207
"E07000091","55_59",13611
"E07000091","60_64",12560
"E07000091","65_69",12708
"E07000091","70_74",13904
"E07000091","75_79",9930
"E07000091","80_84",7572
"E07000091","85_89",5126
"E07000091","90+",3467
"E07000092","0_4",6409
"E07000092","5_9",6070
"E07000092","10_14",5517
"E07000092","15_19",4760
"E07000092","20_24",5124
"E07000092","25_29",6518
"E07000092","30_34",7506
"E07000092","35_39",7104
"E07000092","40_44",6693
"E07000092","45_49",6927
"E07000092","50_54",7033
"E07000092","55_59",6194
"E07000092","60_64",4657
"E07000092","65_69",3850
"E07000092","70_74",3859
"E07000092","75_79",2665
"E07000092","80_84",1906
"E07000092","85_89",1060
"E07000092","90+",747
"E07000093","0_4",7071
"E07000093","5_9",7874
"E07000093","10_14",7400
"E07000093","15_19",6327
"E07000093","20_24",5354
"E07000093","25_29",6518
"E07000093","30_34",7239
"E07000093","35_39",7517
"E07000093","40_44",7710
"E07000093","45_49",9128
"E07000093","50_54",9646
"E07000093","55_59",9200
"E07000093","60_64",7767
"E07000093","65_69",6997
"E07000093","70_74",7560
"E07000093","75_79",5240
"E07000093","80_84",3900
"E07000093","85_89",2329
"E07000093","90+",1383
"E07000094","0_4",6157
"E07000094","5_9",7578
"E07000094","10_14",7880
"E07000094","15_19",8491
"E07000094","20_24",8095
"E07000094","25_29",6034
"E07000094","30_34",5932
"E07000094","35_39",6719
"E07000094","40_44",7684
"E07000094","45_49",8560
"E07000094","50_54",9019
"E07000094","55_59",8642
"E07000094","60_64",7373
"E07000094","65_69",6656
"E07000094","70_74",7132
"E07000094","75_79",4987
"E07000094","80_84",3776
"E07000094","85_89",2490
"E07000094","90+",1654
"E07000095","0_4",6383
"E07000095","5_9",6436
"E07000095","10_14",6017
"E07000095","15_19",5280
"E07000095","20_24",5189
"E07000095","25_29",5962
"E07000095","30_34",6423
"E07000095","35_39",6724
"E07000095","40_44",6175
"E07000095","45_49",6496
"E07000095","50_54",7229
"E07000095","55_59",6369
"E07000095","60_64",5231
"E07000095","65_69",4256
"E07000095","70_74",4631
"E07000095","75_79",3269
"E07000095","80_84",2730
"E07000095","85_89",1661
"E07000095","90+",818
"E07000096","0_4",9909
"E07000096","5_9",10442
"E07000096","10_14",9677
"E07000096","15_19",8115
"E07000096","20_24",6934
"E07000096","25_29",8852
"E07000096","30_34",10470
"E07000096","35_39",11298
"E07000096","40_44",10809
"E07000096","45_49",10973
"E07000096","50_54",10919
"E07000096","55_59",10546
"E07000096","60_64",8975
"E07000096","65_69",7271
"E07000096","70_74",6968
"E07000096","75_79",4743
"E07000096","80_84",3719
"E07000096","85_89",2594
"E07000096","90+",1549
"E07000098","0_4",6725
"E07000098","5_9",7283
"E07000098","10_14",7095
"E07000098","15_19",5883
"E07000098","20_24",5084
"E07000098","25_29",5766
"E07000098","30_34",6275
"E07000098","35_39",7151
"E07000098","40_44",6986
"E07000098","45_49",7178
"E07000098","50_54",7589
"E07000098","55_59",6953
"E07000098","60_64",5688
"E07000098","65_69",4798
"E07000098","70_74",5065
"E07000098","75_79",3554
"E07000098","80_84",2802
"E07000098","85_89",1854
"E07000098","90+",1190
"E07000099","0_4",7820
"E07000099","5_9",8796
"E07000099","10_14",8119
"E07000099","15_19",6789
"E07000099","20_24",5921
"E07000099","25_29",7318
"E07000099","30_34",8204
"E07000099","35_39",9621
"E07000099","40_44",9336
"E07000099","45_49",9810
"E07000099","50_54",9913
"E07000099","55_59",8932
"E07000099","60_64",7330
"E07000099","65_69",6586
"E07000099","70_74",6588
"E07000099","75_79",4809
"E07000099","80_84",3796
"E07000099","85_89",2485
"E07000099","90+",1397
"E07000102","0_4",5327
"E07000102","5_9",6353
"E07000102","10_14",6276
"E07000102","15_19",5156
"E07000102","20_24",4216
"E07000102","25_29",5140
"E07000102","30_34",5149
"E07000102","35_39",6569
"E07000102","40_44",6712
"E07000102","45_49",6801
"E07000102","50_54",7054
"E07000102","55_59",6420
"E07000102","60_64",5148
"E07000102","65_69",4432
"E07000102","70_74",4409
"E07000102","75_79",3099
"E07000102","80_84",2448
"E07000102","85_89",1631
"E07000102","90+",983
"E07000103","0_4",6895
"E07000103","5_9",7027
"E07000103","10_14",6430
"E07000103","15_19",5236
"E07000103","20_24",4932
"E07000103","25_29",6442
"E07000103","30_34",7921
"E07000103","35_39",8537
"E07000103","40_44",7458
"E07000103","45_49",6896
"E07000103","50_54",6269
"E07000103","55_59",5366
"E07000103","60_64",4312
"E07000103","65_69",3533
"E07000103","70_74",3210
"E07000103","75_79",2277
"E07000103","80_84",1894
"E07000103","85_89",1221
"E07000103","90+",721
"E07000105","0_4",7924
"E07000105","5_9",8773
"E07000105","10_14",8521
"E07000105","15_19",7382
"E07000105","20_24",6209
"E07000105","25_29",7391
"E07000105","30_34",7779
"E07000105","35_39",7822
"E07000105","40_44",7875
"E07000105","45_49",9091
"E07000105","50_54",9955
"E07000105","55_59",8902
"E07000105","60_64",7130
"E07000105","65_69",6615
"E07000105","70_74",7266
"E07000105","75_79",4909
"E07000105","80_84",3308
"E07000105","85_89",1965
"E07000105","90+",1215
"E07000106","0_4",7232
"E07000106","5_9",8592
"E07000106","10_14",8694
"E07000106","15_19",11793
"E07000106","20_24",19074
"E07000106","25_29",13585
"E07000106","30_34",8583
"E07000106","35_39",8153
"E07000106","40_44",7484
"E07000106","45_49",8980
"E07000106","50_54",10214
"E07000106","55_59",9822
"E07000106","60_64",9048
"E07000106","65_69",8687
"E07000106","70_74",9344
"E07000106","75_79",6406
"E07000106","80_84",4656
"E07000106","85_89",2980
"E07000106","90+",2067
"E07000107","0_4",8349
"E07000107","5_9",8201
"E07000107","10_14",7512
"E07000107","15_19",5784
"E07000107","20_24",5564
"E07000107","25_29",7338
"E07000107","30_34",9387
"E07000107","35_39",9336
"E07000107","40_44",7930
"E07000107","45_49",7677
"E07000107","50_54",7736
"E07000107","55_59",6697
"E07000107","60_64",5221
"E07000107","65_69",4291
"E07000107","70_74",4058
"E07000107","75_79",2930
"E07000107","80_84",2249
"E07000107","85_89",1520
"E07000107","90+",826
"E07000108","0_4",5934
"E07000108","5_9",6673
"E07000108","10_14",6866
"E07000108","15_19",5890
"E07000108","20_24",5878
"E07000108","25_29",6470
"E07000108","30_34",6504
"E07000108","35_39",6519
"E07000108","40_44",6124
"E07000108","45_49",7704
"E07000108","50_54",8821
"E07000108","55_59",8710
"E07000108","60_64",8249
"E07000108","65_69",7478
"E07000108","70_74",7968
"E07000108","75_79",5130
"E07000108","80_84",3677
"E07000108","85_89",2144
"E07000108","90+",1392
"E07000109","0_4",7055
"E07000109","5_9",7487
"E07000109","10_14",7071
"E07000109","15_19",6089
"E07000109","20_24",5330
"E07000109","25_29",6556
"E07000109","30_34",7182
"E07000109","35_39",7150
"E07000109","40_44",6677
"E07000109","45_49",7403
"E07000109","50_54",7591
"E07000109","55_59",7056
"E07000109","60_64",5737
"E07000109","65_69",4855
"E07000109","70_74",4900
"E07000109","75_79",3518
"E07000109","80_84",2717
"E07000109","85_89",1652
"E07000109","90+",913
"E07000110","0_4",10694
"E07000110","5_9",11073
"E07000110","10_14",10497
"E07000110","15_19",9034
"E07000110","20_24",8506
"E07000110","25_29",10447
"E07000110","30_34",11237
"E07000110","35_39",11342
"E07000110","40_44",10489
"E07000110","45_49",11770
"E07000110","50_54",12784
"E07000110","55_59",11410
"E07000110","60_64",9535
"E07000110","65_69",8481
"E07000110","70_74",9201
"E07000110","75_79",6196
"E07000110","80_84",4704
"E07000110","85_89",2891
"E07000110","90+",1535
"E07000111","0_4",6978
"E07000111","5_9",8094
"E07000111","10_14",7936
"E07000111","15_19",6291
"E07000111","20_24",5003
"E07000111","25_29",5768
"E07000111","30_34",6384
"E07000111","35_39",7180
"E07000111","40_44",7916
"E07000111","45_49",8537
"E07000111","50_54",9208
"E07000111","55_59",8355
"E07000111","60_64",7002
"E07000111","65_69",6709
"E07000111","70_74",7063
"E07000111","75_79",4838
"E07000111","80_84",3656
"E07000111","85_89",2439
"E07000111","90+",1393
"E07000112","0_4",5378
"E07000112","5_9",6414
"E07000112","10_14",6184
"E07000112","15_19",5465
"E07000112","20_24",5216
"E07000112","25_29",6091
"E07000112","30_34",6194
"E07000112","35_39",6268
"E07000112","40_44",6042
"E07000112","45_49",7516
"E07000112","50_54",8562
"E07000112","55_59",8257
"E07000112","60_64",7378
"E07000112","65_69",7358
"E07000112","70_74",8062
"E07000112","75_79",5188
"E07000112","80_84",3623
"E07000112","85_89",2206
"E07000112","90+",1594
"E07000113","0_4",9188
"E07000113","5_9",10055
"E07000113","10_14",9510
"E07000113","15_19",8224
"E07000113","20_24",8171
"E07000113","25_29",9123
"E07000113","30_34",9306
"E07000113","35_39",9390
"E07000113","40_44",8585
"E07000113","45_49",9741
"E07000113","50_54",10925
"E07000113","55_59",10272
"E07000113","60_64",8748
"E07000113","65_69",7921
"E07000113","70_74",8416
"E07000113","75_79",5513
"E07000113","80_84",3712
"E07000113","85_89",2116
"E07000113","90+",1166
"E07000114","0_4",7877
"E07000114","5_9",8759
"E07000114","10_14",8600
"E07000114","15_19",7450
"E07000114","20_24",7153
"E07000114","25_29",7692
"E07000114","30_34",7777
"E07000114","35_39",7986
"E07000114","40_44",7513
"E07000114","45_49",8798
"E07000114","50_54",9820
"E07000114","55_59",9665
"E07000114","60_64",9012
"E07000114","65_69",9015
"E07000114","70_74",9470
"E07000114","75_79",6416
"E07000114","80_84",4473
"E07000114","85_89",2763
"E07000114","90+",1683
"E07000115","0_4",7882
"E07000115","5_9",8688
"E07000115","10_14",8791
"E07000115","15_19",7904
"E07000115","20_24",6161
"E07000115","25_29",7027
"E07000115","30_34",7506
"E07000115","35_39",8383
"E07000115","40_44",8578
"E07000115","45_49",9910
"E07000115","50_54",9964
"E07000115","55_59",9065
"E07000115","60_64",7391
"E07000115","65_69",6414
"E07000115","70_74",6783
"E07000115","75_79",4933
"E07000115","80_84",3585
"E07000115","85_89",2083
"E07000115","90+",1105
"E07000116","0_4",6388
"E07000116","5_9",7623
"E07000116","10_14",8308
"E07000116","15_19",6911
"E07000116","20_24",4843
"E07000116","25_29",5525
"E07000116","30_34",6905
"E07000116","35_39",7892
"E07000116","40_44",7968
"E07000116","45_49",9184
"E07000116","50_54",9435
"E07000116","55_59",8054
"E07000116","60_64",6632
"E07000116","65_69",5782
"E07000116","70_74",6106
"E07000116","75_79",4286
"E07000116","80_84",3091
"E07000116","85_89",2244
"E07000116","90+",1547
"E07000117","0_4",5864
"E07000117","5_9",6067
"E07000117","10_14",5745
"E07000117","15_19",4758
"E07000117","20_24",4764
"E07000117","25_29",5821
"E07000117","30_34",5925
"E07000117","35_39",5521
"E07000117","40_44",5150
"E07000117","45_49",5434
"E07000117","50_54",6056
"E07000117","55_59",5930
"E07000117","60_64",5216
"E07000117","65_69",4624
"E07000117","70_74",4798
"E07000117","75_79",3101
"E07000117","80_84",2113
"E07000117","85_89",1228
"E07000117","90+",805
"E07000118","0_4",6281
"E07000118","5_9",7213
"E07000118","10_14",6977
"E07000118","15_19",5883
"E07000118","20_24",5737
"E07000118","25_29",6657
"E07000118","30_34",7747
"E07000118","35_39",7581
"E07000118","40_44",7440
"E07000118","45_49",8773
"E07000118","50_54",9001
"E07000118","55_59",8366
"E07000118","60_64",6960
"E07000118","65_69",6643
"E07000118","70_74",6914
"E07000118","75_79",4587
"E07000118","80_84",2951
"E07000118","85_89",1627
"E07000118","90+",878
"E07000119","0_4",3290
"E07000119","5_9",4142
"E07000119","10_14",4351
"E07000119","15_19",3768
"E07000119","20_24",3135
"E07000119","25_29",3660
"E07000119","30_34",3966
"E07000119","35_39",4234
"E07000119","40_44",4040
"E07000119","45_49",5256
"E07000119","50_54",6308
"E07000119","55_59",6584
"E07000119","60_64",5764
"E07000119","65_69",5529
"E07000119","70_74",6095
"E07000119","75_79",4287
"E07000119","80_84",3207
"E07000119","85_89",2020
"E07000119","90+",1144
"E07000120","0_4",5238
"E07000120","5_9",5472
"E07000120","10_14",5219
"E07000120","15_19",4601
"E07000120","20_24",4632
"E07000120","25_29",5143
"E07000120","30_34",5313
"E07000120","35_39",5058
"E07000120","40_44",4534
"E07000120","45_49",5382
"E07000120","50_54",5713
"E07000120","55_59",5301
"E07000120","60_64",4451
"E07000120","65_69",4024
"E07000120","70_74",4328
"E07000120","75_79",2913
"E07000120","80_84",1994
"E07000120","85_89",1123
"E07000120","90+",604
"E07000121","0_4",7323
"E07000121","5_9",8194
"E07000121","10_14",7643
"E07000121","15_19",9607
"E07000121","20_24",14748
"E07000121","25_29",11029
"E07000121","30_34",7532
"E07000121","35_39",7704
"E07000121","40_44",7219
"E07000121","45_49",8351
"E07000121","50_54",9675
"E07000121","55_59",9498
"E07000121","60_64",8409
"E07000121","65_69",7710
"E07000121","70_74",7919
"E07000121","75_79",5522
"E07000121","80_84",4103
"E07000121","85_89",2411
"E07000121","90+",1441
"E07000122","0_4",6145
"E07000122","5_9",6355
"E07000122","10_14",5929
"E07000122","15_19",5037
"E07000122","20_24",4536
"E07000122","25_29",5818
"E07000122","30_34",6271
"E07000122","35_39",6310
"E07000122","40_44",5395
"E07000122","45_49",5814
"E07000122","50_54",6020
"E07000122","55_59",5871
"E07000122","60_64",5401
"E07000122","65_69",4985
"E07000122","70_74",4813
"E07000122","75_79",3156
"E07000122","80_84",2175
"E07000122","85_89",1357
"E07000122","90+",724
"E07000123","0_4",9340
"E07000123","5_9",9407
"E07000123","10_14",8867
"E07000123","15_19",8581
"E07000123","20_24",13325
"E07000123","25_29",11812
"E07000123","30_34",9681
"E07000123","35_39",9138
"E07000123","40_44",8015
"E07000123","45_49",8925
"E07000123","50_54",9075
"E07000123","55_59",8804
"E07000123","60_64",7066
"E07000123","65_69",6045
"E07000123","70_74",5377
"E07000123","75_79",3887
"E07000123","80_84",3045
"E07000123","85_89",1851
"E07000123","90+",894
"E07000124","0_4",2569
"E07000124","5_9",3205
"E07000124","10_14",3762
"E07000124","15_19",3542
"E07000124","20_24",2713
"E07000124","25_29",2918
"E07000124","30_34",2919
"E07000124","35_39",2950
"E07000124","40_44",3223
"E07000124","45_49",4447
"E07000124","50_54",5014
"E07000124","55_59",4920
"E07000124","60_64",4269
"E07000124","65_69",3726
"E07000124","70_74",4069
"E07000124","75_79",2720
"E07000124","80_84",1975
"E07000124","85_89",1232
"E07000124","90+",715
"E07000125","0_4",4029
"E07000125","5_9",4653
"E07000125","10_14",4570
"E07000125","15_19",3798
"E07000125","20_24",3495
"E07000125","25_29",4137
"E07000125","30_34",4513
"E07000125","35_39",4443
"E07000125","40_44",4385
"E07000125","45_49",5130
"E07000125","50_54",5591
"E07000125","55_59",5058
"E07000125","60_64",4287
"E07000125","65_69",4024
"E07000125","70_74",3862
"E07000125","75_79",2361
"E07000125","80_84",1595
"E07000125","85_89",986
"E07000125","90+",565
"E07000126","0_4",5798
"E07000126","5_9",6550
"E07000126","10_14",6544
"E07000126","15_19",5800
"E07000126","20_24",5325
"E07000126","25_29",6392
"E07000126","30_34",6715
"E07000126","35_39",6514
"E07000126","40_44",6318
"E07000126","45_49",7839
"E07000126","50_54",8368
"E07000126","55_59",8032
"E07000126","60_64",6792
"E07000126","65_69",6471
"E07000126","70_74",6618
"E07000126","75_79",4579
"E07000126","80_84",3318
"E07000126","85_89",1796
"E07000126","90+",1019
"E07000127","0_4",5523
"E07000127","5_9",6437
"E07000127","10_14",6518
"E07000127","15_19",7228
"E07000127","20_24",8433
"E07000127","25_29",6862
"E07000127","30_34",5657
"E07000127","35_39",5429
"E07000127","40_44",5526
"E07000127","45_49",7540
"E07000127","50_54",8371
"E07000127","55_59",8280
"E07000127","60_64",7189
"E07000127","65_69",6552
"E07000127","70_74",6930
"E07000127","75_79",4993
"E07000127","80_84",3659
"E07000127","85_89",2013
"E07000127","90+",1166
"E07000128","0_4",4879
"E07000128","5_9",5614
"E07000128","10_14",6026
"E07000128","15_19",5409
"E07000128","20_24",4992
"E07000128","25_29",5863
"E07000128","30_34",5583
"E07000128","35_39",5610
"E07000128","40_44",5254
"E07000128","45_49",6952
"E07000128","50_54",8337
"E07000128","55_59",8635
"E07000128","60_64",7806
"E07000128","65_69",7812
"E07000128","70_74",8350
"E07000128","75_79",6283
"E07000128","80_84",4487
"E07000128","85_89",2690
"E07000128","90+",1509
"E07000129","0_4",5699
"E07000129","5_9",6261
"E07000129","10_14",6173
"E07000129","15_19",5267
"E07000129","20_24",4869
"E07000129","25_29",5779
"E07000129","30_34",6599
"E07000129","35_39",6688
"E07000129","40_44",6105
"E07000129","45_49",6920
"E07000129","50_54",7527
"E07000129","55_59",7055
"E07000129","60_64",5935
"E07000129","65_69",5444
"E07000129","70_74",5677
"E07000129","75_79",3881
"E07000129","80_84",2954
"E07000129","85_89",1767
"E07000129","90+",926
"E07000130","0_4",9609
"E07000130","5_9",10337
"E07000130","10_14",9686
"E07000130","15_19",12864
"E07000130","20_24",17901
"E07000130","25_29",13726
"E07000130","30_34",11130
"E07000130","35_39",11272
"E07000130","40_44",10005
"E07000130","45_49",11763
"E07000130","50_54",12324
"E07000130","55_59",11559
"E07000130","60_64",9945
"E07000130","65_69",9298
"E07000130","70_74",9107
"E07000130","75_79",6362
"E07000130","80_84",4490
"E07000130","85_89",2877
"E07000130","90+",1596
"E07000131","0_4",4641
"E07000131","5_9",5469
"E07000131","10_14",5945
"E07000131","15_19",5177
"E07000131","20_24",3879
"E07000131","25_29",4622
"E07000131","30_34",4729
"E07000131","35_39",5135
"E07000131","40_44",5680
"E07000131","45_49",7112
"E07000131","50_54",7858
"E07000131","55_59",7098
"E07000131","60_64",5883
"E07000131","65_69",5526
"E07000131","70_74",5725
"E07000131","75_79",3881
"E07000131","80_84",2826
"E07000131","85_89",1650
"E07000131","90+",971
"E07000132","0_4",5893
"E07000132","5_9",6640
"E07000132","10_14",6341
"E07000132","15_19",5692
"E07000132","20_24",5140
"E07000132","25_29",6512
"E07000132","30_34",6830
"E07000132","35_39",6748
"E07000132","40_44",6645
"E07000132","45_49",7919
"E07000132","50_54",8703
"E07000132","55_59",8134
"E07000132","60_64",6949
"E07000132","65_69",6929
"E07000132","70_74",7090
"E07000132","75_79",4688
"E07000132","80_84",3300
"E07000132","85_89",1869
"E07000132","90+",1114
"E07000133","0_4",2515
"E07000133","5_9",2963
"E07000133","10_14",2927
"E07000133","15_19",2632
"E07000133","20_24",2299
"E07000133","25_29",2557
"E07000133","30_34",2464
"E07000133","35_39",2787
"E07000133","40_44",2752
"E07000133","45_49",3528
"E07000133","50_54",4424
"E07000133","55_59",4116
"E07000133","60_64",3440
"E07000133","65_69",3361
"E07000133","70_74",3289
"E07000133","75_79",2248
"E07000133","80_84",1456
"E07000133","85_89",901
"E07000133","90+",550
"E07000134","0_4",5658
"E07000134","5_9",6030
"E07000134","10_14",6022
"E07000134","15_19",5421
"E07000134","20_24",5353
"E07000134","25_29",6152
"E07000134","30_34",6110
"E07000134","35_39",6414
"E07000134","40_44",6098
"E07000134","45_49",7786
"E07000134","50_54",8156
"E07000134","55_59",7459
"E07000134","60_64",6175
"E07000134","65_69",5895
"E07000134","70_74",6039
"E07000134","75_79",3945
"E07000134","80_84",2565
"E07000134","85_89",1428
"E07000134","90+",905
"E07000135","0_4",3010
"E07000135","5_9",3448
"E07000135","10_14",3429
"E07000135","15_19",4003
"E07000135","20_24",3761
"E07000135","25_29",2635
"E07000135","30_34",3206
"E07000135","35_39",3354
"E07000135","40_44",3118
"E07000135","45_49",3617
"E07000135","50_54",3887
"E07000135","55_59",3918
"E07000135","60_64",3267
"E07000135","65_69",2957
"E07000135","70_74",3017
"E07000135","75_79",2303
"E07000135","80_84",1942
"E07000135","85_89",1342
"E07000135","90+",801
"E07000136","0_4",4250
"E07000136","5_9",4664
"E07000136","10_14",3948
"E07000136","15_19",3337
"E07000136","20_24",3528
"E07000136","25_29",4393
"E07000136","30_34",4844
"E07000136","35_39",4625
"E07000136","40_44",3967
"E07000136","45_49",4373
"E07000136","50_54",4696
"E07000136","55_59",4587
"E07000136","60_64",4273
"E07000136","65_69",4012
"E07000136","70_74",3961
"E07000136","75_79",2828
"E07000136","80_84",1965
"E07000136","85_89",1193
"E07000136","90+",729
"E07000137","0_4",6188
"E07000137","5_9",7055
"E07000137","10_14",6990
"E07000137","15_19",6263
"E07000137","20_24",5835
"E07000137","25_29",6437
"E07000137","30_34",6378
"E07000137","35_39",6337
"E07000137","40_44",6101
"E07000137","45_49",8587
"E07000137","50_54",10409
"E07000137","55_59",11341
"E07000137","60_64",11267
"E07000137","65_69",11611
"E07000137","70_74",12239
"E07000137","75_79",8313
"E07000137","80_84",5523
"E07000137","85_89",3180
"E07000137","90+",1673
"E07000138","0_4",5511
"E07000138","5_9",5329
"E07000138","10_14",4742
"E07000138","15_19",8014
"E07000138","20_24",13436
"E07000138","25_29",8236
"E07000138","30_34",6584
"E07000138","35_39",5985
"E07000138","40_44",4889
"E07000138","45_49",5294
"E07000138","50_54",5705
"E07000138","55_59",5737
"E07000138","60_64",4565
"E07000138","65_69",4261
"E07000138","70_74",3963
"E07000138","75_79",2695
"E07000138","80_84",2067
"E07000138","85_89",1400
"E07000138","90+",886
"E07000139","0_4",5875
"E07000139","5_9",6752
"E07000139","10_14",6501
"E07000139","15_19",5779
"E07000139","20_24",5153
"E07000139","25_29",6424
"E07000139","30_34",6878
"E07000139","35_39",6892
"E07000139","40_44",6343
"E07000139","45_49",8034
"E07000139","50_54",8939
"E07000139","55_59",8674
"E07000139","60_64",7091
"E07000139","65_69",6989
"E07000139","70_74",7673
"E07000139","75_79",5685
"E07000139","80_84",3935
"E07000139","85_89",2200
"E07000139","90+",1098
"E07000140","0_4",5132
"E07000140","5_9",5573
"E07000140","10_14",5046
"E07000140","15_19",4472
"E07000140","20_24",4467
"E07000140","25_29",5017
"E07000140","30_34",5614
"E07000140","35_39",5319
"E07000140","40_44",5210
"E07000140","45_49",6337
"E07000140","50_54",6905
"E07000140","55_59",6844
"E07000140","60_64",6062
"E07000140","65_69",5868
"E07000140","70_74",6375
"E07000140","75_79",4393
"E07000140","80_84",3281
"E07000140","85_89",1973
"E07000140","90+",1131
"E07000141","0_4",7324
"E07000141","5_9",8570
"E07000141","10_14",8618
"E07000141","15_19",7423
"E07000141","20_24",5825
"E07000141","25_29",6781
"E07000141","30_34",7614
"E07000141","35_39",8151
"E07000141","40_44",8123
"E07000141","45_49",10127
"E07000141","50_54",10788
"E07000141","55_59",10693
"E07000141","60_64",9399
"E07000141","65_69",8948
"E07000141","70_74",9238
"E07000141","75_79",6344
"E07000141","80_84",4287
"E07000141","85_89",2613
